Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi,tapu_durumu
Turgutlu,100,1,31,0,0,0,0,0,2700000.0,2,1,0.0,3,0,1,0,0,1
Turgutlu,110,1,0,0,1,1,0,0,4750000.0,2,1,4.0,3,0,1,0,0,2
Sehzadeler,250,2,5,0,1,0,1,0,8500000.0,3,2,0.0,2,0,0,0,1,0
Kula,360,1,31,0,0,0,0,0,650000.0,2,0,1.0,0,0,1,0,0,0
Yunusemre,90,1,0,0,0,1,1,0,3650000.0,2,1,0.5,3,0,1,0,0,1
Turgutlu,150,1,16,0,1,1,1,0,3225000.0,3,1,4.0,3,0,0,0,1,1
Yunusemre,85,1,4,0,0,1,1,0,3450000.0,2,1,2.0,3,0,1,0,0,1
Saruhanli,135,1,1,1,1,0,0,0,3800000.0,3,1,2.0,3,0,1,0,0,1
Akhisar,150,1,11,1,0,0,0,0,3000000.0,3,1,2.0,3,0,0,0,1,2
Yunusemre,140,2,0,0,0,1,1,0,7500000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,135,1,6,0,0,0,0,0,16250000.0,3,1,3.0,3,0,1,0,0,1
Turgutlu,100,1,5,0,0,0,0,0,2500000.0,2,1,3.0,3,0,0,0,1,1
Sehzadeler,140,1,16,0,1,1,0,0,3850000.0,3,1,0.5,3,0,1,0,0,1
Saruhanli,135,1,1,1,1,0,0,0,3950000.0,3,1,4.0,3,0,1,0,0,1
Sehzadeler,130,1,21,0,1,0,0,0,3950000.0,2,1,2.0,3,0,1,0,0,2
Turgutlu,95,1,1,1,1,1,0,0,3100000.0,2,1,1.0,3,0,1,0,0,2
Sehzadeler,125,1,26,1,1,0,1,0,4220000.0,3,1,2.0,3,0,0,0,1,1
Turgutlu,102,1,0,0,1,1,0,0,3800000.0,2,1,2.0,3,0,1,0,0,2
Akhisar,115,1,26,1,1,0,0,0,2450000.0,3,1,2.0,3,0,0,0,1,1
Salihli,300,2,10,0,0,0,1,0,23500000.0,4,0,0.0,1,0,1,0,0,2
Yunusemre,110,1,23,0,1,0,0,0,4650000.0,3,1,2.0,3,0,0,1,0,1
Sehzadeler,130,1,20,0,1,0,1,0,3750000.0,3,1,2.0,3,0,1,0,0,1
Turgutlu,130,1,26,0,1,1,0,0,2400000.0,2,1,4.0,3,0,1,0,0,2
Sehzadeler,100,1,21,0,1,1,0,0,2950000.0,2,1,5.0,3,0,1,0,0,2
Yunusemre,120,1,25,1,1,0,1,0,3750000.0,3,1,1.0,3,0,1,0,0,2
Turgutlu,135,1,21,1,0,0,0,0,3500000.0,3,1,3.0,3,0,1,0,0,1
Yunusemre,140,1,6,0,1,0,1,0,3975000.0,3,1,1.0,3,0,1,0,0,1
Turgutlu,150,2,0,1,1,1,1,0,5500000.0,3,1,2.0,3,0,1,0,0,2
Kula,200,1,25,0,0,0,0,1,1950000.0,2,1,3.0,1,0,1,0,0,0
Turgutlu,200,2,0,0,0,1,0,0,6000000.0,4,1,3.0,3,0,1,0,0,2
Turgutlu,200,2,0,0,1,1,1,0,6149000.0,3,1,4.0,3,0,1,0,0,2
Akhisar,103,1,26,0,0,0,0,0,2700000.0,2,1,2.0,3,0,0,1,0,1
Turgutlu,104,2,0,1,0,1,0,0,3500000.0,2,1,3.0,3,0,1,0,0,1
Yunusemre,58,1,1,1,0,1,1,0,2900000.0,1,1,3.0,3,0,1,0,0,1
Yunusemre,65,1,4,1,0,1,1,0,4450000.0,1,1,0.5,3,0,1,0,0,1
Turgutlu,160,2,5,1,1,0,0,0,4900000.0,3,1,2.0,3,0,0,0,1,2
Turgutlu,135,1,25,0,0,0,0,0,2500000.0,3,1,3.0,1,0,1,0,0,2
Turgutlu,165,2,4,0,1,0,1,1,7650000.0,3,1,2.0,3,0,1,0,0,1
Yunusemre,125,2,24,1,1,1,0,0,4150000.0,3,1,3.0,3,0,0,0,1,2
Salihli,90,1,0,1,1,1,1,0,3400000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,120,1,0,0,1,1,0,0,3500000.0,2,1,3.0,3,0,1,0,0,1
Turgutlu,110,1,1,1,1,1,0,0,3630000.0,2,1,2.0,3,0,0,0,1,1
Yunusemre,190,2,0,1,1,1,1,0,4650000.0,4,1,5.0,2,0,1,0,0,1
Akhisar,230,1,27,0,0,0,0,0,5450000.0,3,1,3.0,1,0,1,0,0,1
Yunusemre,140,1,11,0,0,0,0,1,2980000.0,2,1,0.5,3,0,0,1,0,1
Sehzadeler,130,2,21,0,1,1,0,0,3850000.0,3,1,0.0,3,0,1,0,0,1
Turgutlu,130,2,0,0,0,1,0,0,5950000.0,3,1,3.0,3,0,1,0,0,2
Sehzadeler,120,2,5,0,1,1,1,0,6500000.0,4,1,0.0,1,0,0,0,1,0
Akhisar,95,1,1,0,0,0,0,0,3200000.0,2,1,2.0,3,0,1,0,0,1
Turgutlu,400,3,0,0,1,0,1,0,15000000.0,6,2,4.0,3,0,1,0,0,2
Akhisar,140,1,26,0,0,0,0,0,2300000.0,3,1,1.0,1,0,1,0,0,1
Saruhanli,130,1,1,1,1,0,0,0,3375000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,160,2,0,1,0,0,0,0,8000000.0,3,1,4.0,3,0,1,0,0,1
Yunusemre,140,1,6,1,0,0,0,0,4450000.0,3,1,4.0,3,0,0,1,0,1
Sehzadeler,116,2,26,1,1,1,1,0,4500000.0,3,1,5.0,3,0,0,0,1,1
Salihli,130,1,20,0,1,0,0,0,4450000.0,3,1,3.0,3,0,1,0,0,1
Akhisar,191,3,1,0,1,1,1,0,8500000.0,5,1,3.0,3,0,1,0,0,1
Turgutlu,100,1,11,1,1,0,0,0,2199000.0,2,1,4.0,3,0,0,0,1,2
Turgutlu,130,1,7,0,1,0,0,0,3150000.0,3,1,0.0,3,0,1,0,0,1
Yunusemre,240,2,5,1,1,1,0,0,12600000.0,4,1,4.0,3,0,1,0,0,1
Saruhanli,120,1,6,0,1,0,0,0,3600000.0,3,1,4.0,3,0,1,0,0,2
Turgutlu,230,2,5,0,1,0,1,0,5980000.0,3,1,2.0,3,0,0,0,1,2
Yunusemre,200,1,15,0,1,1,0,0,5500000.0,4,1,5.0,3,0,1,0,0,1
Turgutlu,130,1,0,0,1,1,0,0,4700000.0,3,1,4.0,3,0,1,0,0,2
Akhisar,90,1,1,0,1,1,1,0,2550000.0,2,1,1.0,3,0,1,0,0,1
Turgutlu,145,2,15,1,1,0,0,0,4500000.0,3,1,5.0,3,0,1,0,0,2
Yunusemre,106,2,1,1,0,1,0,0,9980000.0,2,1,4.0,2,0,1,0,0,2
Turgutlu,130,1,0,0,0,0,0,0,6000000.0,3,1,2.0,3,0,1,0,0,1
Salihli,210,2,0,1,1,1,1,0,9400000.0,4,1,-1.0,3,2,1,0,0,1
Turgutlu,170,1,16,0,1,0,0,0,3140000.0,3,1,3.0,3,0,0,0,1,2
Turgutlu,160,1,16,1,1,1,1,0,3100000.0,3,1,4.0,3,0,0,0,1,2
Yunusemre,100,1,4,0,0,0,0,0,4950000.0,2,1,0.5,3,0,1,0,0,1
Yunusemre,120,1,1,0,1,0,0,0,4250000.0,3,0,1.0,3,0,0,0,1,2
Turgutlu,115,1,0,0,1,0,0,0,3600000.0,2,1,3.0,3,2,1,0,0,2
Sehzadeler,120,1,21,0,1,0,0,0,3850000.0,3,1,0.5,3,0,1,0,0,1
Yunusemre,80,1,0,0,0,0,0,0,3150000.0,2,1,-3.0,3,0,1,0,0,1
Sehzadeler,130,1,20,1,1,0,1,0,4800000.0,3,1,4.0,3,0,1,0,0,2
Akhisar,390,3,0,1,0,1,1,0,13500000.0,4,1,0.0,3,0,1,0,0,2
Turgutlu,100,1,6,0,1,1,0,0,2500000.0,2,1,4.0,0,0,0,1,0,2
Yunusemre,140,1,1,0,1,1,1,0,5950000.0,3,1,2.0,3,0,1,0,0,1
Turgutlu,105,1,0,1,1,1,1,0,4250000.0,2,1,1.0,3,0,1,0,0,1
