Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi
Sehzadeler,110,1,En Üst Kat,28 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3200000.0,3,1
Yunusemre,65,1,1. Kat,5 Yaşında,Yerden Isıtma,Yok,Yok,Var,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,4575000.0,1,1
Yunusemre,95,1,Ara Kat,5 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3870000.0,2,1
Yunusemre,105,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1
Akhisar,125,1,Ara Kat,28 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2475000.0,3,1
Yunusemre,76,1,Yüksek Giriş,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2700000.0,2,1
Saruhanli,132,1,5. Kat,Sıfır Bina,Kombi,Var,Var,Yok,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1
Saruhanli,85,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,Sıfır,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2900000.0,2,1
Yunusemre,155,1,Zemin,16 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,3,1
Turgutlu,180,1,1. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5150000.0,3,1
Salihli,145,1,4. Kat,20 Yaşında,Jeotermal Isıtm...,Yok,Yok,Yok,-,-,Kat Mülkiyeti,-,-,3900000.0,3,1
Akhisar,130,1,4. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,3,1
Yunusemre,85,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2780000.0,2,1
Turgutlu,130,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0,3,1
Yunusemre,95,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2925000.0,2,1
Turgutlu,102,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,2,1
Turgutlu,140,1,3. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4500000.0,3,1
Salihli,567,1,-,1 Yaşında,Klima,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,6000000.0,2,1
Soma,105,2,-,17 Yaşında,Merkezi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil,4750000.0,2,1
Yunusemre,60,1,1. Kat,1 Yaşında,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3400000.0,1,1
Turgutlu,95,2,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,2,1
Akhisar,150,2,1. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0,3,1
Sehzadeler,140,1,1. Kat,31 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3575000.0,3,1
Turgutlu,134,1,Ara Kat,25 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3499000.0,3,1
Akhisar,130,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1
Akhisar,200,2,Bahçe Katı,3 Yaşında,Yerden Isıtma,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,15750000.0,4,1
Salihli,145,2,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5175000.0,3,1
Turgutlu,135,2,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1
Akhisar,300,3,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,7000000.0,5,1
Turgutlu,155,2,5. Kat,1 Yaşında,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6050000.0,3,1
Turgutlu,120,1,4. Kat,5 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3050000.0,3,1
Kirkagac,125,1,4. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0,3,1
Saruhanli,400,1,Bahçe Katı,11 Yaşında,Soba,Yok,Var,Yok,-,Boş,Arsa,Hayır,Eşyalı,3725000.0,2,1
Yunusemre,150,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,9095000.0,3,1
Yunusemre,70,1,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,1,1
Yunusemre,100,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4000000.0,2,1
Turgutlu,202,1,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,-,9750000.0,3,1
Yunusemre,90,1,2. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,2,1
Turgutlu,120,2,3. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3090000.0,3,1
Salihli,125,1,Kot 2,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,3,1
Yunusemre,230,2,4. Kat,5 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,6,2
Yunusemre,230,2,Bahçe Katı,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,11500000.0,5,1
Yunusemre,95,1,Yüksek Giriş,4 Yaşında,Kombi,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2910000.0,2,1
Turgutlu,120,1,4. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2800000.0,3,1
Saruhanli,100,1,Yüksek Giriş,4 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2650000.0,2,1
Akhisar,130,1,1. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
Turgutlu,155,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,-,3800000.0,3,1
Turgutlu,250,2,4. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,4100000.0,5,1
Saruhanli,125,1,3. Kat,25 Yaşında,Klima,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1
Saruhanli,153,1,2. Kat,8 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1
Turgutlu,90,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,2,1
Yunusemre,115,1,3. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1
Akhisar,240,3,Bahçe Katı,2 Yaşında,Yerden Isıtma,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,10000000.0,4,1
Salihli,110,1,1. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3675000.0,2,1
Turgutlu,185,2,4. Kat,2 Yaşında,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5500000.0,4,1
Turgutlu,110,1,4. Kat,21 Yaşında,Isıtma Yok,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,1850000.0,2,1
Sehzadeler,150,2,-,40 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil,4400000.0,4,2
Akhisar,90,2,1. Kat,1 Yaşında,Yerden Isıtma,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1
Sehzadeler,96,1,Çatı Katı,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,-,Kat İrtifakı,-,Eşyalı Değil,2100000.0,2,1
Yunusemre,50,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2670000.0,1,1
Akhisar,100,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,2,1
Yunusemre,85,1,4. Kat,7 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,2750000.0,2,1
Yunusemre,185,1,1. Kat,11 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,8250000.0,3,1
Turgutlu,175,2,4. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7000000.0,3,1
Yunusemre,145,1,3. Kat,5 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1
Yunusemre,70,1,2. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3300000.0,2,1
Yunusemre,90,1,2. Kat,6 Yaşında,Kombi,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1
Salihli,150,1,4. Kat,16 Yaşında,Jeotermal Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2600000.0,3,1
Akhisar,135,2,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0,3,1
Saruhanli,105,1,Yüksek Giriş,5 Yaşında,Kombi,Var,Yok,Yok,-,-,Kat İrtifakı,-,-,2950000.0,2,1
Salihli,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,3300000.0,3,1
Turgutlu,110,1,Ara Kat,4 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2850000.0,2,1
Sehzadeler,215,1,1. Kat,26 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6200000.0,2,1
Sehzadeler,70,1,Ara Kat,Sıfır Bina,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3600000.0,2,1
Soma,180,2,3. Kat,11 Yaşında,Jeotermal Isıtma,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,4,1
Akhisar,105,1,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3075000.0,2,1
Salihli,92,1,5. Kat,1 Yaşında,Doğalgaz Sobası,Var,Yok,Var,-,-,Kat Mülkiyeti,-,Eşyalı Değil,4000000.0,2,1
Turgutlu,110,1,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,2,1
Salihli,155,1,4. Kat,26 Yaşında,Klima,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2675000.0,3,1
Akhisar,225,3,Bahçe Katı,1 Yaşında,Yerden Isıtma,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,15000000.0,5,1
Turgutlu,125,1,4. Kat,31 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,3,1
Yunusemre,85,1,2. Kat,Sıfır Bina,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1
Turgutlu,170,2,3. Kat,5 Yaşında,Merkezi (Pay Ölçer),Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6500000.0,3,1
Akhisar,180,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,4,1
Yunusemre,165,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5195000.0,3,1
Sehzadeler,110,1,Ara Kat,30 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0,3,1
Akhisar,90,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1
Yunusemre,125,1,5. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0,3,1
Yunusemre,90,1,3. Kat,3 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,4900000.0,2,1
Turgutlu,140,2,3. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,6250000.0,3,1
Yunusemre,115,-,Ara Kat,23 Yaşında,Kombi,Yok,Var,Var,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1
Turgutlu,165,2,4. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7000000.0,3,1
Yunusemre,115,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0,3,1
Yunusemre,60,1,5. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2499999.0,1,1
Salihli,140,1,2. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,3,1
Saruhanli,135,1,Ara Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4750000.0,3,1
Turgutlu,120,1,5. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,2,1
Akhisar,140,2,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4200000.0,3,1
Sehzadeler,135,1,Zemin,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3375000.0,3,1
Salihli,178,2,1. Kat,1 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6625000.0,3,1
Turgutlu,160,2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0,3,1
Sehzadeler,100,1,Yarı Bodrum,13 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3150000.0,3,1
Saruhanli,105,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1
Sehzadeler,180,1,-,18 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,3250000.0,2,1
Yunusemre,210,3,-,Sıfır Bina,Isı Pompası,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,16000000.0,4,1
Akhisar,100,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0,2,1
Selendi,130,1,-,5 Yaşında,Soba,Yok,Yok,Yok,Sıfır,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,3000000.0,3,1
Yunusemre,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4200000.0,2,1
Turgutlu,145,1,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,3,1
Turgutlu,135,1,3. Kat,26 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,-,4000000.0,3,1
Yunusemre,115,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,2,1
Yunusemre,220,2,En Üst Kat,8 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4900000.0,5,1
Sehzadeler,90,1,4. Kat,31 Yaşında,Klima,Var,Var,Var,-,Kiracılı,Müstakil Tapulu,Evet,Eşyalı Değil,3750000.0,2,1
Turgutlu,110,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,2,1
Turgutlu,120,1,4. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4980000.0,2,1
Akhisar,110,-,1. Kat,4 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
Sehzadeler,95,1,3. Kat,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3050000.0,2,1
Yunusemre,100,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4800000.0,2,1
Salihli,108,1,4. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,3850000.0,2,1
Akhisar,152,2,1. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,3,1
Turgutlu,140,2,12. Kat,Sıfır Bina,Merkezi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1
Akhisar,175,2,En Üst Kat,3 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,3,1
Yunusemre,300,2,En Üst Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,4,1
Akhisar,321,1,Bahçe Katı,31 Yaşında,Soba,Yok,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,6000000.0,2,1
Turgutlu,198,2,4. Kat,15 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,-,4950000.0,4,1
Soma,250,1,-,30 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,Eşyalı Değil,2600000.0,2,1
Salihli,150,1,5. Kat,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3000000.0,3,1
Sehzadeler,200,2,5. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6950000.0,3,1
Saruhanli,130,1,En Üst Kat,1 Yaşında,Kombi,Var,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3375000.0,3,1
Yunusemre,180,1,Bahçe Katı,21 Yaşında,Soba,Yok,Yok,Yok,-,Mülk Sahibi,Tapu Yok,Hayır,Eşyalı,22500000.0,3,1
Sehzadeler,140,1,4. Kat,27 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1
Alasehir,58,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2100000.0,1,1
Salihli,145,1,-,25 Yaşında,Soba,Var,Yok,Yok,Sıfır,Belirtilmemiş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,3,1
Akhisar,140,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,3,1
Yunusemre,250,2,5. Kat,11 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,4,1
Turgutlu,104,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3750000.0,2,1
Yunusemre,250,2,-,10 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil,7700000.0,6,1
Soma,90,1,5. Kat,9 Yaşında,Merkezi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,1775000.0,2,1
Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4200000.0,3,1
Yunusemre,170,1,1. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,3,2
Yunusemre,135,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,11450000.0,3,1
Yunusemre,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Yapım Aşamasınd...,Boş,Kat İrtifakı,-,Eşyalı Değil,4200000.0,2,1
Turgutlu,142,1,4. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,-,6300000.0,3,1
Sehzadeler,300,2,6. Kat,16 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,9500000.0,6,1
Yunusemre,585,1,Zemin,6 Yaşında,Klima,Yok,Var,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı,10700000.0,2,1
Yunusemre,55,1,Zemin,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2600000.0,1,1
Turgutlu,120,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1
Yunusemre,95,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,-,3180000.0,2,1
Yunusemre,250,2,5. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,11850000.0,4,1
Salihli,185,2,-,14 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1
Sehzadeler,220,1,-,35 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,2750000.0,3,1
Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,3150000.0,3,1
Akhisar,140,2,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
Koprubasi,150,-,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı,2700000.0,4,2
Akhisar,362,1,1. Kat,12 Yaşında,Klima,Yok,Var,Var,Sıfır,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0,3,1
Turgutlu,120,1,Ara Kat,Sıfır Bina,Isıtma Yok,Yok,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,3,1
Yunusemre,120,1,5. Kat,30 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1
Akhisar,230,1,4. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,5,1
Turgutlu,160,2,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1
Akhisar,130,1,En Üst Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,3,1
Turgutlu,150,1,4. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3100000.0,3,1
Sehzadeler,130,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1
Ahmetli,240,2,3. Kat,3 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1
Alasehir,110,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0,2,1
