Ilce,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi
Yunusemre,85,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
Saruhanli,116,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,2,1
Salihli,140,1,2. Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3650000.0,3,1
Akhisar,295,3,4. Kat,14 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,4,1
Akhisar,140,2,6. Kat,6 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1
Yunusemre,306,1,-,35 Yaşında,Isıtma Yok,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,3500000.0,2,1
Sehzadeler,85,1,2. Kat,25 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,2,1
Yunusemre,57,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,1,1
Akhisar,300,2,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4850000.0,6,1
Turgutlu,125,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,3,1
Turgutlu,160,2,2. Kat,Sıfır Bina,Merkezi,Var,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4750000.0,3,1
Sehzadeler,115,1,5. Kat,38 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3590000.0,3,1
Salihli,99,1,2. Kat,23 Yaşında,Kombi,Var,Var,Yok,-,-,Kat Mülkiyeti,Hayır,-,2575000.0,2,1
Yunusemre,125,1,1. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4275000.0,3,1
Yunusemre,91,1,2. Kat,5 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,2,1
Yunusemre,80,1,Yüksek Giriş,2 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5800000.0,2,1
Salihli,220,2,2. Kat,11 Yaşında,Jeotermal Isıtm...,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,4,1
Akhisar,135,2,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1
Yunusemre,125,2,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6550000.0,3,1
Yunusemre,90,1,Yüksek Giriş,16 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,2,1
Turgutlu,86,1,1. Kat,Sıfır Bina,Kombi,Var,Yok,Var,Sıfır,Boş,Kat İrtifakı,Evet,-,3800000.0,2,1
Yunusemre,90,1,2. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3180000.0,2,1
Turgutlu,120,1,10. Kat,4 Yaşında,Merkezi (Pay Öl...,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,2,1
Ahmetli,350,3,Bahçe Katı,14 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,Evet,-,6500000.0,7,0
Yunusemre,90,1,3. Kat,23 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3740000.0,2,1
Alasehir,126,2,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1
Yunusemre,480,3,-,16 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,35000000.0,7,1
Akhisar,137,1,En Üst Kat,25 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1800000.0,3,1
Turgutlu,78,1,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3449000.0,1,1
Sehzadeler,160,2,En Üst Kat,13 Yaşında,Kombi,Var,Var,Yok,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,-,4990000.0,4,1
Saruhanli,60,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2250000.0,2,1
Turgutlu,90,1,Zemin,6 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,1950000.0,2,1
Salihli,140,1,5. Kat,35 Yaşında,Klima,Yok,Var,Yok,İkinci El,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,2800000.0,3,1
Turgutlu,85,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1440000.0,2,1
Turgutlu,116,1,4. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,3,1
Sehzadeler,145,1,6. Kat,12 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6300000.0,3,1
Salihli,140,1,3. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,-,Eşyalı Değil,5200000.0,3,1
Akhisar,120,2,Yüksek Giriş,16 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Hisseli Tapu,Hayır,Eşyalı Değil,2700000.0,2,1
Sehzadeler,110,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1
Sehzadeler,85,1,2. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2849000.0,2,1
Yunusemre,50,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,2750000.0,1,1
Sehzadeler,40,1,4. Kat,Sıfır Bina,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3350000.0,1,1
Akhisar,140,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,3,1
Akhisar,140,1,4. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0,3,1
Turgutlu,135,1,4. Kat,16 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0,3,1
Yunusemre,110,1,Zemin,21 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1
Yunusemre,220,2,5. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,4,1
Turgutlu,170,2,3. Kat,Sıfır Bina,Merkezi (Pay Öl...,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0,3,1
Soma,116,1,-,30 Yaşında,Soba,Yok,Yok,Var,-,Boş,Müstakil Tapulu,-,Eşyalı Değil,1375000.0,2,1
Turgutlu,155,2,6. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6000000.0,3,1
Sehzadeler,120,1,5. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1
Turgutlu,132,1,1. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2475000.0,2,1
Turgutlu,135,1,1. Kat,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2395000.0,3,1
Turgutlu,112,1,5. Kat,21 Yaşında,Soba,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,-,1750000.0,3,1
Yunusemre,95,1,2. Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6650000.0,3,1
Turgutlu,125,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,3,1
Turgutlu,135,2,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1
Sehzadeler,200,1,2. Kat,35 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,-,5500000.0,3,1
Salihli,240,2,1. Kat,25 Yaşında,Isıtma Yok,Var,Yok,Yok,-,-,Kat Mülkiyeti,düşünülmemektedir.,-,2500000.0,5,1
Akhisar,176,3,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,10500000.0,4,1
Yunusemre,55,1,2. Kat,1 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı,3600000.0,1,1
Sehzadeler,140,1,Ara Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4300000.0,3,1
Yunusemre,115,1,Yüksek Giriş,31 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4600000.0,2,1
Sehzadeler,100,1,En Üst Kat,30 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2550000.0,2,1
Yunusemre,94,2,2. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6200000.0,2,1
Turgutlu,130,1,4. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0,2,1
Sehzadeler,170,1,Giriş Katı,11 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3900000.0,3,1
Salihli,85,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,2400000.0,2,1
Sehzadeler,105,1,4. Kat,31 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1
Akhisar,165,2,2. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,-,5000000.0,4,1
Turgutlu,175,1,2. Kat,13 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,-,Kat Mülkiyeti,Hayır,-,4920000.0,3,1
Sehzadeler,130,1,5. Kat,15 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3550000.0,3,1
Turgutlu,280,3,6. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,11450000.0,5,2
Turgutlu,140,1,3. Kat,21 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2450000.0,3,1
Akhisar,115,1,5. Kat,4 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1
Turgutlu,140,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4350000.0,3,1
Turgutlu,125,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5600000.0,3,1
Sehzadeler,170,1,Ara Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,3,1
Salihli,105,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,-,Eşyalı Değil,4500000.0,2,1
Akhisar,258,2,-,35 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,1750000.0,4,1
Yunusemre,80,1,Yüksek Giriş,25 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3675000.0,2,1
Akhisar,190,2,4. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat İrtifakı,Hayır,Eşyalı Değil,5600000.0,3,1
Yunusemre,50,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,1,1
Turgutlu,95,1,1. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2650000.0,2,1
Turgutlu,95,2,2. Kat,2 Yaşında,Yerden Isıtma,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3700000.0,2,1
Sehzadeler,310,2,4. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,11500000.0,6,1
Turgutlu,130,1,5. Kat,31 Yaşında,Kombi,Var,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0,3,1
Turgutlu,160,1,2. Kat,13 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,3,1
Yunusemre,250,2,5. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5450000.0,5,1
Yunusemre,130,1,3. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1
Turgutlu,100,1,Zemin,Sıfır Bina,Kombi,Var,Yok,Var,-,Boş — hemen taşınılabilir!,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1
Yunusemre,240,2,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4250000.0,4,1
Yunusemre,65,1,2. Kat,10 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3725000.0,1,1
Akhisar,280,3,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,7500000.0,5,1
Yunusemre,105,1,6. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3790000.0,2,1
Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4125000.0,3,1
Salihli,325,3,-,20 Yaşında,Kat Kaloriferi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,-,5350000.0,4,1
Turgutlu,150,1,4. Kat,27 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3700000.0,3,1
Akhisar,145,2,7. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1
Yunusemre,84,1,2. Kat,4 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,2,1
Saruhanli,115,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,-,3100000.0,2,1
Turgutlu,280,2,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,10250000.0,5,2
Yunusemre,235,3,Villa Katı,16 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,13500000.0,5,1
Sehzadeler,90,-,-,30 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,1275000.0,2,0
Sehzadeler,160,1,2. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0,3,1
Salihli,88,1,Zemin,7 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,3200000.0,2,1
Akhisar,135,2,1. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,3,1
Yunusemre,95,-,En Üst Kat,8 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,3350000.0,2,1
Sehzadeler,140,1,Yüksek Giriş,25 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,3550000.0,3,1
Yunusemre,135,-,-,-,-,Yok,Yok,Yok,-,-,-,-,-,4550000.0,3,1
Turgutlu,125,1,4. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0,3,1
Yunusemre,100,1,6. Kat,27 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5200000.0,2,1
Akhisar,220,2,4. Kat,5 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,2,2
Yunusemre,60,1,Yüksek Giriş,3 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3300000.0,1,1
Ahmetli,250,1,Bahçe Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2950000.0,3,1
Turgutlu,150,1,En Üst Kat,13 Yaşında,Kombi,Var,Var,Var,-,-,Kat Mülkiyeti,-,-,5950000.0,3,1
Akhisar,130,1,2. Kat,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0,3,1
Turgutlu,165,2,5. Kat,2 Yaşında,Yerden Isıtma,Var,Yok,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,7650000.0,3,1
Yunusemre,220,2,Villa Katı,Sıfır Bina,Yerden Isıtma,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,15000000.0,3,1
Yunusemre,130,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4999999.0,3,1
Akhisar,130,1,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3870000.0,3,1
Sehzadeler,250,2,5. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,5,2
Akhisar,145,2,1. Kat,11 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,4000000.0,3,1
Salihli,145,1,2. Kat,25 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0,3,1
Yunusemre,160,5,-,4 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,7950000.0,4,1
Demirci,80,1,-,1 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,-,Kat Mülkiyeti,Evet,-,350000.0,2,1
Yunusemre,260,2,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6400000.0,5,2
Yunusemre,145,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0,3,1
Yunusemre,165,2,1. Kat,3 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8750000.0,3,1
Saruhanli,110,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
Turgutlu,180,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7750000.0,3,1
Yunusemre,200,2,4. Kat,5 Yaşında,Doğalgaz Sobası,Yok,Yok,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6300000.0,4,1
Yunusemre,136,2,1. Kat,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5650000.0,3,1
Yunusemre,110,2,3. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,2,1
Turgutlu,265,1,Yüksek Giriş,20 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1
Salihli,54,1,Kot 3,2 Yaşında,Klima,Yok,Var,Yok,İkinci El,Belirtilmemiş,Kat İrtifakı,Hayır,Eşyalı,2350000.0,1,1
Turgutlu,120,1,En Üst Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,-,Hayır,Eşyalı,3200000.0,2,1
Yunusemre,160,1,2. Kat,26 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6350000.0,3,1
Yunusemre,50,1,Yüksek Giriş,2 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2500000.0,1,1
Yunusemre,120,1,3. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3400000.0,3,1
Yunusemre,140,1,Ara Kat,12 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,6970000.0,3,1
Turgutlu,70,1,2. Kat,8 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı,2500000.0,2,1
Turgutlu,80,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,1625000.0,2,1
Sehzadeler,130,2,3. Kat,28 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1
Salihli,170,2,Teras Katı,7 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı,5400000.0,3,1
Akhisar,130,2,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,-,4000000.0,3,1
Turgutlu,80,1,3. Kat,8 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,1650000.0,2,1
Saruhanli,200,2,4. Kat,8 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,4,1
Akhisar,165,2,7. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,3,1
Yunusemre,60,1,5. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,1,1
Yunusemre,130,1,Yüksek Giriş,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3550000.0,3,1
Yunusemre,95,1,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,2,1
Salihli,95,1,5. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3495000.0,2,1
Yunusemre,75,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1
Saruhanli,95,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1
Yunusemre,210,2,6. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,7650000.0,5,2
Yunusemre,100,1,Yüksek Giriş,11 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3900000.0,3,1
Yunusemre,96,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0,2,1
Akhisar,115,1,4. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1675000.0,3,1
Yunusemre,95,1,Yüksek Giriş,1 Yaşında,Merkezi (Pay Öl...,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,2,1
Yunusemre,110,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,3,1
Akhisar,95,1,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,Yapım Aşamasınd...,Boş,Kat Mülkiyeti,-,-,3650000.0,2,1
Turgutlu,45,1,Zemin,28 Yaşında,Klima,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,-,2900000.0,1,0
Salihli,175,2,5. Kat,5 Yaşında,Klima,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5100000.0,1,1
