Baslik,Fiyat,Il,Ilce,Mahalle,Konum,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Cephe,Yön,Aidat,Krediye Uygun,Takas,Site İçinde,Güvenlik,Eşya Durumu,İlan Durumu,Ilan_No,Ilan_Tarihi,Link,Cekilme_Tarihi
Akhisar Efendi Mahallesi'nde 2+1 Satılık Daire,2.950.000 TL,Manisa,Akhisar,Efendi Mah.,Manisa / Akhisar / Efendi Mah.,2 + 1,95,1,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,"Kuzey, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,94137-1331,12-09-2025,https://www.hepsiemlak.com/manisa-akhisar-efendi-satilik/daire/94137-1331,2025-12-03 22:36:36
ERGENEKON'DA KAÇMAZ FIRSAT 2+1 DAİRE,3.490.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,2 + 1,100,1,3. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,52577-371,27-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/daire/52577-371,2025-12-03 22:36:53
MANİSA YUNUSEMRE TEVFİKİYE MAHALLESİ SATILIK ARAKAT,4.150.000 TL,Manisa,Yunusemre,Tevfikiye Mah.,Manisa / Yunusemre / Tevfikiye Mah.,3 + 1,130,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,1 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162290-3,18-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-tevfikiye-satilik/daire/162290-3,2025-12-03 22:37:13
FIRSAT ! TURPA'DAN SUBAŞI MH. SATILIK LÜKS KAT DUBLEKSİ,4.750.000 TL,Manisa,Turgutlu,Subasi Mah.,Manisa / Turgutlu / Subasi Mah.,3 + 1,180,2,3. Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,144722-236,20-09-2025,https://www.hepsiemlak.com/manisa-turgutlu-subasi-satilik/daire/144722-236,2025-12-03 22:37:36
ÖZYURTLAR'DAN AKINCILAR'DA FULL LÜX ARA KAT DAİRE,3.875.000 TL,Manisa,Sehzadeler,Akincilar Mah.,Manisa / Sehzadeler / Akincilar Mah.,3 + 1,115,1,3. Kat,26 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162860-36,06-10-2025,https://www.hepsiemlak.com/manisa-sehzadeler-akincilar-satilik/daire/162860-36,2025-12-03 22:38:01
PLUS+ GAYRİMENKUL'den ANAFARTALAR'da Zemin Üstü - 4+1 - 180m2,5.400.000 TL,Manisa,Turgutlu,Cumhuriyet Mah.,Manisa / Turgutlu / Cumhuriyet Mah.,4 + 1,200,1,1. Kat,21 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney",etin,200 TL,...,Hayır,İçerisinde 165 METREKARE 3+1 DAİRE,Hatırlatmaları,Eşyalı Değil,Satılık,154320-191,03-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-satilik/daire/154320-191,2025-12-03 22:38:25
Manisa Şehzadeler 2. Anafartalar Mah. 3+1 Asansörlü Ara Kat,5.450.000 TL,Manisa,Sehzadeler,2 Mah.,Manisa / Sehzadeler / 2 Mah.,3 + 1,127,1,6. Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,300 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2077,15-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-2-anafartalar-satilik/daire/95753-2077,2025-12-03 22:38:46
MÜSTAKİL GİBİ 3+1 DAİRE,3.875.000 TL,Manisa,Soma,Onuc Mah.,Manisa / Soma / Onuc Mah.,3 + 1,135,1,Yüksek Giriş,11 Yaşında,Jeotermal Isıtm...,Var,Yok,Var,-,-,Kat Mülkiyeti,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,691819-906,13-11-2025,https://www.hepsiemlak.com/manisa-soma-onuc-eylul-satilik/daire/691819-906,2025-12-03 22:39:26
EMİR GRUP'TAN MURADİYE'DE SATILIK ULTRA LÜX ARAKAT DAİRE,3.900.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,85,1,2. Kat,1 Yaşında,Yerden Isıtma,Yok,Var,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-8,29-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-8,2025-12-03 22:39:46
KURTULUŞ'DA ADLİYE'YE YAKIN KONUMDA TEMİZ DAİRE FIRSATI!,3.500.000 TL,Manisa,Turgutlu,Kurtulus Mah.,Manisa / Turgutlu / Kurtulus Mah.,3 + 1,125,1,4. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,164247-66,21-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-kurtulus-satilik/daire/164247-66,2025-12-03 22:40:06
EVONA GAYRİMENKULDEN SİTE İÇERİSİNDE BAHÇE KATI 2+1 DAİRE,5.750.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,80,1,Bahçe Katı,3 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,163068-12,23-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163068-12,2025-12-03 22:40:35
MANİSA SALİHLİ(KİPA) LUNA AVM CİVARINDA SATILIK 5.KAT 3+1 DAİRE,4.150.000 TL,Manisa,Salihli,Sehitler Mah.,Manisa / Salihli / Sehitler Mah.,3 + 1,135,2,5. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,"Güney, Doğu",etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,138755-305,02-12-2025,https://www.hepsiemlak.com/manisa-salihli-sehitler-satilik/daire/138755-305,2025-12-03 22:40:59
EMRAH EMLAKTAN ATATÜRK MAH SATILIK DAİRE,3.900.000 TL,Manisa,Akhisar,Ataturk Mah.,Manisa / Akhisar / Ataturk Mah.,2 + 1,105,1,2. Kat,5 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat İrtifakı,"Güney, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,141484-20,30-10-2025,https://www.hepsiemlak.com/manisa-akhisar-ataturk-satilik/daire/141484-20,2025-12-03 22:41:22
ESLİFE'DAN ACARLAR MAH. 3+1 ARAKAT DAİRE,4.600.000 TL,Manisa,Turgutlu,Acarlar Mah.,Manisa / Turgutlu / Acarlar Mah.,3 + 1,135,1,2. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Güney,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,136231-34,31-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-acarlar-satilik/daire/136231-34,2025-12-03 22:41:44
Cumhuriyet Mahallesinde Satılık Daire,3.950.000 TL,Manisa,Turgutlu,Cumhuriyet Mah.,Manisa / Turgutlu / Cumhuriyet Mah.,2 + 1,115,1,3. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160048-64,27-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-satilik/daire/160048-64,2025-12-03 22:42:13
LİDYA GARDEN CİTY'DE HAVUZLU LÜX SİTE İÇİNDE,4.100.000 TL,Manisa,Turgutlu,Irlamaz Mah.,Manisa / Turgutlu / Irlamaz Mah.,2 + 1,102,2,5. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,etin,-,...,Evet,İçerisinde,.,Eşyalı Değil,Satılık,140379-21,04-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-irlamaz-satilik/daire/140379-21,2025-12-03 22:42:38
SALİHLİ YÖRÜKDE SATILIK 3+1 DAİRE123456,6.500.000 TL,Manisa,Salihli,Yoruk Mah.,Manisa / Salihli / Yoruk Mah.,3 + 1,175,1,2. Kat,12 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,104662-630,16-09-2025,https://www.hepsiemlak.com/manisa-salihli-yoruk-satilik/daire/104662-630,2025-12-03 22:43:04
MANİSA MURADİYE MAH. CUMHURİYET OKULU CİVARINDA 2+1 SATILIK,3.700.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,95,1,Yüksek Giriş,4 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,150932-40,05-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/150932-40,2025-12-03 22:44:03
Manisa salihli M&Ş Gayrumenkulden satılık ultra lüks dairemiz satılıktır.,5.500.000 TL,Manisa,Salihli,Gunes Mah.,Manisa / Salihli / Gunes Mah.,3 + 1,160,2,Kot 2,5 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,139585-96,26-09-2025,https://www.hepsiemlak.com/manisa-salihli-gunes-satilik/daire/139585-96,2025-12-03 22:44:29
176 M2 DUBLEKS DAİRE YIL SONU FIRSATI İLE SUBAŞI MAHALLESİNDE,4.440.000 TL,Manisa,Turgutlu,Subasi Mah.,Manisa / Turgutlu / Subasi Mah.,4 + 1,200,2,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,156788-223,03-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-subasi-satilik/daire/156788-223,2025-12-03 22:44:53
TURGUTLU'DA SATILIK LÜKS DAİRELER,5.600.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,3 + 1,134,2,Ara Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,-,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,141766-35,27-09-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/daire/141766-35,2025-12-03 22:45:17
Manisa Şehzadeler Peker Mah. Fırsat 3+1 Arakat Çift Balkonlu,4.700.000 TL,Manisa,Sehzadeler,Peker Mah.,Manisa / Sehzadeler / Peker Mah.,3 + 1,125,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,200 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2057,15-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-peker-satilik/daire/95753-2057,2025-12-03 22:45:36
MANİSA MURADİYE SIFIR 2+1 ÖNÜ AÇIK SATILIK DAİRE,3.500.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,95,1,2. Kat,1 Yaşında,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,150932-47,05-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/150932-47,2025-12-03 22:45:55
EMİR GRUP'TAN SATILIK 5+2 ASANSÖRLÜ ÇİFT GİRİŞLİ DUBLEKS,5.250.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,5 + 1,280,3,5. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-60,28-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-60,2025-12-03 22:46:15
NOVA'DAN ERGENEKON'DA SATILIK 3+1 ARAKAT SIFIR DAİRE,4.750.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,3 + 1,130,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,"Güney, Doğu",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,123058-1845,03-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/daire/123058-1845,2025-12-03 22:46:36
şehitler Mh'de ferah bakımlı daire,3.490.000 TL,Manisa,Turgutlu,Sehitler Mah.,Manisa / Turgutlu / Sehitler Mah.,3 + 1,130,1,4. Kat,6 Yaşında,Kombi,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160048-94,25-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-sehitler-satilik/daire/160048-94,2025-12-03 22:46:56
TURPA'DAN CUMHURİYET MH. SATILIK FIRSAT 3+1-155 M2 SATILIK DAİRE,4.500.000 TL,Manisa,Turgutlu,Cumhuriyet Mah.,Manisa / Turgutlu / Cumhuriyet Mah.,3 + 1,155,2,4. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,144722-272,25-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-satilik/daire/144722-272,2025-12-03 22:47:19
ÖZ DOST EMLAKTAN MURADİYEDE SATILIK 5+1 DUBLEX,5.000.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,5 + 1,250,3,4. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,137460-23,07-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/137460-23,2025-12-03 22:49:47
MANİSA YUNUSEMRE Kuyualan Mah. Kumludere Cad. Full Lüx Satılık Daire,4.500.000 TL,Manisa,Yunusemre,Kuyualan Mah.,Manisa / Yunusemre / Kuyualan Mah.,3 + 1,130,1,3. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162290-7,18-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-kuyualan-satilik/daire/162290-7,2025-12-03 22:50:07
MANİSA KAYNAK MAHALLESİNDE SATILIK YÜKSEK ZEMİN DAİRE,4.250.000 TL,Manisa,Yunusemre,Kaynak Mah.,Manisa / Yunusemre / Kaynak Mah.,2 + 1,95,1,Yüksek Giriş,11 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,100 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,158110-234,21-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-kaynak-satilik/daire/158110-234,2025-12-03 22:50:29
14.000 TL KİRACILI 2.ANAFARTALAR MAH SATILIK 1+1 KAPALI MUTFAK DÜŞÜK ZEMİN,2.550.000 TL,Manisa,Sehzadeler,2 Mah.,Manisa / Sehzadeler / 2 Mah.,1 + 1,60,1,Zemin,25 Yaşında,Doğalgaz Sobası,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Doğu,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,70124-3978,13-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-2-anafartalar-satilik/daire/70124-3978,2025-12-03 22:50:50
Yunusemre Muradiye Mh. Satılık Daire,"Fiyat
En Az
TL
En Çok
TL",Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,-,-,Seçiniz,Kat Seçiniz,Bina Yaşı,Isınma Tipi Seçiniz,Var,Var,Var,-,Kullanım Durumu Seçiniz,Tapu Durumu Seçiniz,Cephe Seçiniz,etin,-,k,a Uygun,Tümü,li Site İçi 2+1 Satılık Daire ⭕️,Tümü,-,-,03-12-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/158110-201,2025-12-03 22:51:16
Muradiye de okul karsısında satılık sıfır 2+1,3.050.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,85,1,Yüksek Giriş,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,-,etin,-,...,Evet,İçi Satılık 1+1 Daire ⭕️,Hatırlatmaları,Eşyalı Değil,Satılık,163401-7,05-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163401-7,2025-12-03 22:51:37
TREND LİFE Sitesi Müstakil Havuzlu Ultra Lüks Sıfır Villa,25.000.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,8 + 1,550,2,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Yok,Var,Var,-,Boş,Müstakil Tapulu,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,si Müstakil Havuzlu Ultra Lüks Sıfır Villa,Hatırlatmaları,Eşyalı Değil,Satılık,158110-7,02-12-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/villa/158110-7,2025-12-03 22:51:56
SATILIK YAZLIK 2+1 EV,2.500.000 TL,Manisa,Turgutlu,Altay Mah.,Manisa / Turgutlu / Altay Mah.,2 + 1,75,1,Bahçe Katı,4 Yaşında,Klima,Yok,Yok,Yok,-,Boş,Kooperatiften H...,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,160009-14,24-09-2025,https://www.hepsiemlak.com/manisa-turgutlu-altay-satilik/yazlik/160009-14,2025-12-03 22:52:17
Manisa Yunusemre Topçuasım Mh 3+1 Ara Kat Daire,4.350.000 TL,Manisa,Yunusemre,Topcuasim Mah.,Manisa / Yunusemre / Topcuasim Mah.,3 + 1,120,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,250 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2030,27-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-topcuasim-satilik/daire/95753-2030,2025-12-03 22:52:38
DEDE EMLAK'TAN MURADİYE DE SATILIK DAİRE,2.900.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,85,1,Yüksek Giriş,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,İçi Satılık 1+1 Daire ⭕️,Hatırlatmaları,Eşyalı Değil,Satılık,163401-11,05-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163401-11,2025-12-03 22:53:01
MURADİYE MH 3+1 KAP.MUTFAK 120M² 2.BALKON 6 YAŞ FULL LÜKS DAİRE,4.250.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,135,1,3. Kat,1 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,114523-373,10-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/114523-373,2025-12-03 22:53:40
ÖZYURTLAR'DAN KUYUALAN'DA FULL ÖZELLİKLİ LÜX 4+1,6.700.000 TL,Manisa,Yunusemre,Kuyualan Mah.,Manisa / Yunusemre / Kuyualan Mah.,4 + 1,180,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162860-7,06-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-kuyualan-satilik/daire/162860-7,2025-12-03 22:54:03
ZEKİ EMLAK'TAN MURADİYE'DE EŞYALI SATILIK 1+1 ARA KAT DAİRE,2.650.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,1 + 1,50,1,2. Kat,7 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,-,etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı,Satılık,156185-459,02-12-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/156185-459,2025-12-03 22:54:25
EMİR GRUP'TAN MURADİYE'DE SATILIK 2+1 90M² SIFIR ARAKAT DAİRE,3.900.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,2 + 1,90,1,2. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163565-27,28-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/163565-27,2025-12-03 22:54:46
TokiNin en Güzel Yerinde 3 Cephe Önü Açık,4.650.000 TL,Manisa,Yunusemre,Akgedik Mah.,Manisa / Yunusemre / Akgedik Mah.,-,-,-,-,-,-,Yok,Yok,Yok,-,-,-,Önü Açık,etin,-,-,-,Haritası,-,-,-,152909-32,30-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-akgedik-satilik/daire/152909-32,2025-12-03 22:55:05
MERCAN EMLAK KAYNAK MAH. 4+1 DUBLEKS 280 m2 ASANSÖR LÜ DAİRE SATILIKTIR.,6.000.000 TL,Manisa,Yunusemre,Kaynak Mah.,Manisa / Yunusemre / Kaynak Mah.,4 + 1,280,2,4. Kat,22 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,si Açık Mutfak 2+1 Satılık Daire,Hatırlatmaları,Eşyalı Değil,Satılık,106564-436,01-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-kaynak-satilik/daire/106564-436,2025-12-03 22:55:29
MUSTAFA BAŞYİĞİT EMLAKTAN ATATÜRK MAH SATILIK GENİŞ 2+0,2.550.000 TL,Manisa,Akhisar,Ataturk Mah.,Manisa / Akhisar / Ataturk Mah.,2 + 0,92,1,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Doğu,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162406-140,23-10-2025,https://www.hepsiemlak.com/manisa-akhisar-ataturk-satilik/daire/162406-140,2025-12-03 22:55:49
MANİSA ŞEHZADELER Zirve Emlak'tan Alaybey Mh Uygun Fiyata Full öz satılık Arakat,2.950.000 TL,Manisa,Sehzadeler,Alaybey Mah.,Manisa / Sehzadeler / Alaybey Mah.,2 + 1,80,1,2. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162290-19,18-09-2025,https://www.hepsiemlak.com/manisa-sehzadeler-alaybey-satilik/daire/162290-19,2025-12-03 22:56:15
Salihli Aksoy Mh. Satılık Daire,"Fiyat
En Az
TL
En Çok
TL",Manisa,Salihli,Aksoy Mah.,Manisa / Salihli / Aksoy Mah.,-,-,Seçiniz,Kat Seçiniz,Bina Yaşı,Isınma Tipi Seçiniz,Var,Var,Var,-,Kullanım Durumu Seçiniz,Tapu Durumu Seçiniz,Cephe Seçiniz,etin,-,k,a Uygun,Tümü,-,Tümü,-,-,06-11-2025,https://www.hepsiemlak.com/manisa-salihli-aksoy-satilik/daire/37897-2538,2025-12-03 22:56:36
MERGENDEN HÜRRİYETTE MERKEZİ KONUMDA ARAKAT 2+1 DAİRE,3.600.000 TL,Manisa,Akhisar,Hurriyet Mah.,Manisa / Akhisar / Hurriyet Mah.,2 + 1,90,2,2. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,"Kuzey, Güney",etin,200 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160594-37,23-10-2025,https://www.hepsiemlak.com/manisa-akhisar-hurriyet-satilik/daire/160594-37,2025-12-03 22:56:55
"Ursavaş Villalarında Emsalsiz Sıfır Lüks Villa – Havuz Cepheli, Mükemmel Konumda!",14.950.000 TL,Manisa,Akhisar,Resat Mah.,Manisa / Akhisar / Resat Mah.,5 + 1,225,2,-,Sıfır Bina,Yerden Isıtma,Var,Yok,Var,-,-,Müstakil Tapulu,"li, Mükemmel Konumda!",etin,-,...,Hayır,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,0-45486544,24-10-2025,https://www.hepsiemlak.com/manisa-akhisar-resat-bey-satilik/villa/0-45486544,2025-12-03 22:57:41
Turgutlu Ergenekon Mh. Yerden Isıtmalı 3+1 Sıfır Satılık,4.500.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,3 + 1,130,2,3. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,"Kuzey, Doğu",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,123058-1840,24-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/daire/123058-1840,2025-12-03 22:58:02
SALİHLİ CİN EMLAKTAN YÖRÜKMAHALLESİNDE 3 NCÜ KAT 3+1 DOGALGAZLI ASANSÖRLÜ SATILIK DAİRE,4.600.000 TL,Manisa,Salihli,Yoruk Mah.,Manisa / Salihli / Yoruk Mah.,3 + 1,145,1,3. Kat,20 Yaşında,Kombi,Yok,Var,Var,İkinci El,-,Kat Mülkiyeti,"Güney, Batı",etin,-,...,Hayır,içerisinde güvenli yaşam,Hatırlatmaları,-,Satılık,37897-2526,09-09-2025,https://www.hepsiemlak.com/manisa-salihli-yoruk-satilik/daire/37897-2526,2025-12-03 22:58:23
