Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi
Akhisar,230,2,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0,5,1,3.0,3,0,1,0,0
Salihli,116,1,5,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,7200000.0,2,1,3.0,1,0,0,1,0
Salihli,231,1,10,0,1,0,Kat İrtifakı,-,Eşyalı Değil,3600000.0,3,1,5.0,3,2,1,0,0
Salihli,135,2,0,1,0,1,Kat İrtifakı,Evet,Eşyalı Değil,6200000.0,3,1,3.0,3,2,1,0,0
Turgutlu,100,1,1,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4200000.0,2,1,2.0,3,0,1,0,0
Yunusemre,110,1,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,4.0,3,0,1,0,0
Yunusemre,85,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0,2,1,4.0,3,0,1,0,0
Yunusemre,100,1,1,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,0.5,3,0,1,0,0
Turgutlu,125,2,1,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0,3,1,3.0,3,0,1,0,0
Turgutlu,105,1,0,0,0,0,Kat Mülkiyeti,-,Eşyalı Değil,4000000.0,2,1,2.0,3,2,1,0,0
Yunusemre,140,2,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,3,1,0.5,3,0,1,0,0
Sehzadeler,140,1,25,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1,1.0,3,0,1,0,0
Turgutlu,75,1,11,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,1600000.0,2,1,2.0,3,0,1,0,0
Akhisar,135,1,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3250000.0,3,1,1.0,3,0,1,0,0
Sehzadeler,195,1,0,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,5200000.0,5,1,3.0,3,2,1,0,0
Yunusemre,140,1,6,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4300000.0,3,1,2.0,3,0,0,1,0
Yunusemre,105,1,5,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1,4.0,3,0,0,0,1
Turgutlu,90,1,7,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2690000.0,2,1,3.0,3,0,0,1,0
Salihli,100,1,25,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,2,1,2.0,3,0,0,1,0
Turgutlu,120,1,5,0,1,1,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0,3,1,2.0,3,0,1,0,0
Saruhanli,120,1,1,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3695000.0,3,1,3.0,3,0,1,0,0
Yunusemre,158,1,30,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,6600000.0,3,1,2.0,3,0,0,0,1
Yunusemre,114,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,8600000.0,3,1,6.0,3,0,0,0,1
Saruhanli,140,1,6,0,0,0,Müstakil Tapulu,Hayır,Eşyalı,2750000.0,3,1,0.0,1,0,0,0,1
Yunusemre,160,1,25,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,0.5,3,0,1,0,0
Akhisar,140,2,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,2.0,3,0,1,0,0
Akhisar,96,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı,3550000.0,2,1,2.0,3,2,1,0,0
Akhisar,210,2,3,1,0,1,Kat İrtifakı,Evet,Eşyalı Değil,6500000.0,4,1,3.0,3,0,0,0,1
Yunusemre,95,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,2,1,0.5,3,0,1,0,0
Yunusemre,145,1,3,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,3.0,3,0,1,0,0
Yunusemre,83,1,0,0,1,0,Kat İrtifakı,Hayır,Eşyalı,3400000.0,2,1,4.0,3,2,1,0,0
Akhisar,250,2,5,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,5,1,4.0,3,0,0,0,1
Yunusemre,145,1,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,3,1,3.0,3,2,1,0,0
Yunusemre,130,1,4,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0,3,1,4.0,3,0,1,0,0
Yunusemre,105,1,21,0,1,1,Müstakil Tapulu,Evet,Eşyalı Değil,3890000.0,2,1,4.0,3,0,1,0,0
Yunusemre,95,1,1,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,2,1,4.0,3,0,0,1,0
Yunusemre,80,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,2.0,3,0,1,0,0
Koprubasi,188,1,20,0,0,0,Müstakil Tapulu,-,-,870000.0,2,2,3.0,3,0,1,0,0
Yunusemre,180,2,4,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0,4,1,5.0,3,0,1,0,0
Turgutlu,135,1,21,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,3,1,3.0,3,0,0,1,0
Yunusemre,150,2,4,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,5750000.0,3,1,2.0,3,0,0,1,0
Yunusemre,60,1,1,0,1,1,Kat İrtifakı,Hayır,-,3500000.0,1,1,3.0,3,0,1,0,0
Turgutlu,130,1,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,3,1,4.0,3,0,1,0,0
Akhisar,140,1,1,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,2.0,3,0,1,0,0
Yunusemre,100,2,0,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,2,1,2.0,3,0,1,0,0
Yunusemre,85,1,0,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,2,1,0.5,3,0,1,0,0
Yunusemre,90,1,0,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,3.0,3,0,1,0,0
Turgutlu,105,1,0,0,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4000000.0,2,1,2.0,3,0,1,0,0
Yunusemre,65,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2800000.0,1,1,2.0,3,0,1,0,0
Turgutlu,140,2,0,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,6800000.0,3,1,2.0,3,0,1,0,0
Turgutlu,130,1,11,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,2350000.0,3,1,4.0,3,0,0,1,0
Turgutlu,155,1,5,1,0,0,Tapu Yok,Hayır,Eşyalı Değil,5500000.0,3,1,1.0,3,0,0,0,1
Turgutlu,115,1,25,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2000000.0,2,1,5.0,1,0,0,1,0
Sehzadeler,140,2,26,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,5700000.0,3,1,4.0,3,0,1,0,0
Yunusemre,100,1,1,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1,1.0,3,0,1,0,0
Yunusemre,150,1,6,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,5150000.0,3,1,4.0,3,0,1,0,0
Akhisar,125,1,0,1,1,1,Kat İrtifakı,-,Eşyalı Değil,4000000.0,3,1,1.0,3,2,1,0,0
Yunusemre,115,1,25,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3800000.0,3,1,2.0,3,0,1,0,0
Yunusemre,130,1,25,0,1,1,Kat İrtifakı,Evet,-,4275000.0,3,1,4.0,3,0,1,0,0
Yunusemre,90,1,6,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,2,1,4.0,3,0,0,1,0
Yunusemre,120,1,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1,3.0,3,0,1,0,0
Yunusemre,95,1,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,2,1,0.5,3,0,1,0,0
Salihli,140,1,4,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,6000000.0,3,1,3.0,3,0,0,1,0
Yunusemre,85,1,0,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,2,1,3.0,3,0,1,0,0
Turgutlu,150,2,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0,3,1,3.0,3,0,1,0,0
Turgutlu,157,1,6,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4300000.0,3,1,2.0,3,0,0,0,1
Turgutlu,130,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0,3,1,4.0,3,0,1,0,0
Yunusemre,85,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,2.0,3,0,1,0,0
Turgutlu,135,1,12,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,3,1,5.0,3,0,1,0,0
Turgutlu,120,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,3,1,2.0,3,0,1,0,0
Yunusemre,240,2,16,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,8250000.0,5,2,2.0,3,0,0,0,1
Turgutlu,95,1,11,0,0,0,Kat İrtifakı,Evet,-,2495000.0,2,1,0.5,1,0,0,1,0
Yunusemre,80,1,0,0,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3400000.0,2,1,3.0,3,2,1,0,0
Sehzadeler,110,1,21,1,0,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3050000.0,2,1,5.0,3,0,0,0,1
Yunusemre,105,1,1,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,2,1,3.0,3,0,1,0,0
Yunusemre,135,1,21,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4295000.0,3,1,4.0,3,0,0,0,1
Turgutlu,130,1,1,1,1,0,Kat İrtifakı,Hayır,-,4250000.0,3,1,3.0,3,0,1,0,0
Akhisar,110,1,0,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,1.0,3,2,1,0,0
Yunusemre,140,1,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,5000000.0,3,1,2.0,3,0,1,0,0
Yunusemre,125,1,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,2.0,3,0,1,0,0
Salihli,125,1,16,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,2625000.0,2,1,2.0,1,0,0,1,0
Salihli,600,1,5,0,0,0,Kat Mülkiyeti,-,-,65000000.0,3,1,3.0,2,0,0,1,0
Sehzadeler,130,2,21,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,6.0,3,0,0,0,1
Yunusemre,125,1,4,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3995000.0,3,1,0.5,3,0,0,0,1
Turgutlu,100,1,21,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı,2550000.0,2,1,0.0,3,0,0,0,1
Yunusemre,95,1,1,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3125000.0,2,1,4.0,3,0,1,0,0
Turgutlu,80,1,21,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,1480000.0,2,1,4.0,1,0,1,0,0
Akhisar,130,1,26,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,2700000.0,3,1,3.0,3,0,0,0,1
Kirkagac,95,1,23,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,1350000.0,2,1,4.0,3,0,0,1,0
Akhisar,95,2,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,1.0,3,2,1,0,0
Salihli,143,2,3,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,3,0,4.0,3,2,1,0,0
Turgutlu,150,2,9,0,0,1,Kat Mülkiyeti,-,-,6350000.0,3,1,3.0,2,0,0,1,0
Turgutlu,160,1,1,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,3,1,5.0,2,0,1,0,0
Turgutlu,150,2,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0,3,1,1.0,3,0,1,0,0
Turgutlu,120,1,0,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,2,1,4.0,3,0,1,0,0
Yunusemre,135,1,4,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,5175000.0,3,1,3.0,3,0,0,0,1
Turgutlu,178,2,6,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0,3,1,2.0,3,0,0,0,1
Turgutlu,130,2,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,2,1,1.0,3,0,1,0,0
Sehzadeler,110,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,8600000.0,2,1,2.0,3,0,1,0,0
Turgutlu,110,1,5,0,0,0,Müstakil Tapulu,Evet,-,6500000.0,2,0,0.0,1,0,1,0,0
Turgutlu,100,1,1,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,0,3.0,3,2,1,0,0
Yunusemre,165,2,3,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,8750000.0,3,1,3.0,3,0,1,0,0
Akhisar,115,1,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3750000.0,3,1,1.0,3,0,1,0,0
Yunusemre,125,1,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1,3.0,3,0,1,0,0
Turgutlu,90,1,11,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,2,1,0.0,3,0,0,0,1
Turgutlu,155,2,4,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,5450000.0,3,1,5.0,3,0,0,0,1
Turgutlu,170,1,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,4,1,3.0,3,2,1,0,0
Turgutlu,115,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0,2,1,2.0,3,0,1,0,0
Yunusemre,95,1,0,0,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,3.0,3,0,1,0,0
Akhisar,227,3,1,1,0,0,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0,5,1,0.0,3,0,1,0,0
Turgutlu,130,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5490000.0,3,1,3.0,3,0,1,0,0
Turgutlu,140,2,1,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4475000.0,3,1,11.0,2,0,1,0,0
Yunusemre,140,1,16,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4350000.0,3,1,3.0,3,0,1,0,0
Yunusemre,85,1,1,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3495000.0,2,1,5.0,3,0,1,0,0
Turgutlu,120,1,21,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,1900000.0,3,1,5.0,1,0,1,0,0
Turgutlu,115,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,2.0,3,0,1,0,0
Yunusemre,120,1,5,0,1,1,Kat İrtifakı,-,Eşyalı Değil,4975000.0,3,1,3.0,3,0,1,0,0
Yunusemre,140,1,8,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,5450000.0,3,1,5.0,3,0,0,0,1
Turgutlu,145,1,6,1,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,3,1,1.0,3,0,0,0,1
Turgutlu,140,1,21,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,3,1,0.0,3,0,1,0,0
Sehzadeler,125,1,34,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4350000.0,3,1,3.0,3,0,1,0,0
Yunusemre,100,2,0,1,1,1,Kat İrtifakı,-,Eşyalı Değil,4500000.0,2,1,0.5,3,2,1,0,0
Yunusemre,75,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,2,1,2.0,3,0,1,0,0
Yunusemre,160,1,5,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,0.5,3,0,1,0,0
Turgutlu,150,2,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0,3,1,3.0,3,0,1,0,0
Yunusemre,120,1,21,1,1,1,Kat İrtifakı,-,Eşyalı Değil,6800000.0,3,1,2.0,3,0,1,0,0
Akhisar,275,2,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4000000.0,4,1,3.0,3,0,1,0,0
Yunusemre,125,1,1,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3550000.0,3,1,0.5,3,0,0,1,0
Yunusemre,120,2,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0,3,1,3.0,3,0,1,0,0
Yunusemre,125,1,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4700000.0,3,1,2.0,3,0,1,0,0
Turgutlu,130,1,11,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0,3,1,2.0,1,0,1,0,0
Yunusemre,135,1,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,5.0,3,0,1,0,0
Yunusemre,145,1,6,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,4.0,3,0,1,0,0
Yunusemre,100,1,0,1,1,1,Kat İrtifakı,Hayır,Eşyalı,4100000.0,2,1,4.0,3,0,1,0,0
Yunusemre,92,1,1,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,2,1,1.0,3,0,1,0,0
Yunusemre,135,1,1,0,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,5300000.0,3,1,2.0,3,0,1,0,0
Turgutlu,100,1,0,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,2.0,3,0,1,0,0
Turgutlu,150,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5000000.0,3,1,3.0,3,0,1,0,0
Turgutlu,180,2,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,4,1,4.0,3,0,1,0,0
Sehzadeler,136,1,21,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,4.0,3,0,1,0,0
Turgutlu,250,2,6,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,10250000.0,4,1,5.0,3,0,1,0,0
Turgutlu,125,2,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0,3,1,3.0,3,0,1,0,0
Saruhanli,64,1,5,0,0,0,Hisseli Tapu,Hayır,-,12500000.0,1,1,3.0,1,2,0,0,1
Yunusemre,100,1,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,5495000.0,2,1,2.0,3,0,1,0,0
Yunusemre,125,1,21,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1,4.0,3,0,1,0,0
Yunusemre,200,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,5,1,5.0,3,0,1,0,0
Turgutlu,150,2,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3900000.0,3,1,2.0,3,0,1,0,0
Yunusemre,130,1,21,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4575000.0,3,1,4.0,3,0,0,0,1
Turgutlu,105,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,2,1,2.0,3,0,1,0,0
Saruhanli,65,1,1,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,2100000.0,1,1,1.0,3,0,1,0,0
Yunusemre,180,2,11,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,8300000.0,4,1,4.0,3,0,0,0,1
Turgutlu,145,2,0,0,0,0,Arsa,Hayır,Eşyalı Değil,5000000.0,3,1,3.0,3,0,1,0,0
Salihli,357,1,25,0,1,1,Arsa,Hayır,Eşyalı Değil,7500000.0,3,1,3.0,1,0,0,1,0
Akhisar,200,2,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,4,1,4.0,3,0,0,0,1
Turgutlu,140,1,11,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı,3599000.0,3,1,4.0,3,0,1,0,0
Turgutlu,140,1,1,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1,1.0,3,0,1,0,0
Turgutlu,160,2,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,6750000.0,3,1,1.0,3,0,1,0,0
Yunusemre,90,1,5,1,1,0,Müstakil Tapulu,Evet,Eşyalı Değil,3350000.0,2,1,0.5,3,0,1,0,0
Sehzadeler,125,1,25,0,0,0,Kat İrtifakı,-,Eşyalı Değil,3680000.0,3,1,4.0,3,0,1,0,0
Sehzadeler,140,1,16,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,4350000.0,3,1,5.0,3,0,0,0,1
Turgutlu,130,2,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,2,1,3.0,3,0,1,0,0
Turgutlu,125,1,26,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0,3,1,3.0,0,0,1,0,0
Sehzadeler,125,1,34,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3350000.0,3,1,4.0,3,0,1,0,0
Saruhanli,480,1,30,0,0,0,Müstakil Tapulu,Hayır,Eşyalı Değil,2550000.0,2,1,3.0,1,0,1,0,0
Turgutlu,135,1,21,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,2950000.0,3,1,6.0,3,0,0,0,1
Yunusemre,60,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0,1,1,2.0,2,0,1,0,0
Akhisar,145,1,31,0,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,3,1,3.0,3,0,1,0,0
Yunusemre,89,2,0,0,0,0,Kat İrtifakı,Evet,Eşyalı Değil,3470000.0,3,1,0.5,3,0,1,0,0
Akhisar,280,1,19,1,0,0,Kat İrtifakı,Evet,Eşyalı Değil,14000000.0,4,1,3.0,3,0,1,0,0
Turgutlu,105,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4150000.0,2,1,2.0,3,0,1,0,0
Turgutlu,105,1,0,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0,2,1,1.0,3,0,1,0,0
Turgutlu,95,1,25,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2550000.0,2,1,3.0,3,0,0,0,1
Soma,316,1,35,0,0,0,Arsa,Hayır,Eşyalı Değil,1500000.0,2,1,3.0,1,0,1,0,0
Yunusemre,135,1,6,0,0,0,-,-,-,4650000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,135,1,4,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,2.0,3,0,0,0,1
Yunusemre,180,2,11,1,0,1,Kat İrtifakı,Güzelyurt’tan daire ile takas düşünülür,Eşyalı Değil,8000000.0,4,1,4.0,2,0,0,0,1
Saruhanli,200,1,3,0,0,0,Müstakil Tapulu,Evet,-,29900000.0,3,0,0.0,1,0,1,0,0
Turgutlu,100,1,31,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0,2,1,0.0,3,0,1,0,0
Turgutlu,110,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0,2,1,4.0,3,0,1,0,0
Sehzadeler,250,2,5,0,1,0,Tapu Yok,Evet,Eşyalı Değil,8500000.0,3,2,0.0,2,0,0,0,1
Kula,360,1,31,0,0,0,Tapu Yok,Hayır,Eşyalı Değil,650000.0,2,0,1.0,0,0,1,0,0
Yunusemre,90,1,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0,2,1,0.5,3,0,1,0,0
Turgutlu,150,1,16,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3225000.0,3,1,4.0,3,0,0,0,1
Yunusemre,85,1,4,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,2,1,2.0,3,0,1,0,0
Saruhanli,135,1,1,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1,2.0,3,0,1,0,0
Akhisar,150,1,11,1,0,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,1,2.0,3,0,0,0,1
Yunusemre,140,2,0,0,0,1,Kat İrtifakı,Evet,Eşyalı Değil,7500000.0,3,1,3.0,3,0,1,0,0
Akhisar,135,1,6,0,0,0,-,-,-,16250000.0,3,1,3.0,3,0,1,0,0
Turgutlu,100,1,5,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,2,1,3.0,3,0,0,0,1
Sehzadeler,140,1,16,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,0.5,3,0,1,0,0
Saruhanli,135,1,1,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,4.0,3,0,1,0,0
Sehzadeler,130,1,21,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3950000.0,2,1,2.0,3,0,1,0,0
Turgutlu,95,1,1,1,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,2,1,1.0,3,0,1,0,0
Sehzadeler,125,1,26,1,1,0,Kat İrtifakı,Evet,Eşyalı Değil,4220000.0,3,1,2.0,3,0,0,0,1
Turgutlu,102,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,3800000.0,2,1,2.0,3,0,1,0,0
Akhisar,115,1,26,1,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,2450000.0,3,1,2.0,3,0,0,0,1
Salihli,300,2,10,0,0,0,Müstakil Tapulu,Evet,-,23500000.0,4,0,0.0,1,0,1,0,0
Yunusemre,110,1,23,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,4650000.0,3,1,2.0,3,0,0,1,0
Sehzadeler,130,1,20,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3750000.0,3,1,2.0,3,0,1,0,0
Turgutlu,130,1,26,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,2400000.0,2,1,4.0,3,0,1,0,0
Sehzadeler,100,1,21,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,2,1,5.0,3,0,1,0,0
Yunusemre,120,1,25,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0,3,1,1.0,3,0,1,0,0
Turgutlu,135,1,21,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,3,1,3.0,3,0,1,0,0
Yunusemre,140,1,6,0,1,0,Kat İrtifakı,Evet,Eşyalı Değil,3975000.0,3,1,1.0,3,0,1,0,0
Turgutlu,150,2,0,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,3,1,2.0,3,0,1,0,0
Kula,200,1,25,0,0,0,Arsa,Hayır,Eşyalı,1950000.0,2,1,3.0,1,0,1,0,0
