Ilce,M2,Banyo,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat
Salihli,88,1,7,Doğalgaz Sobası,0,0,1,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,3200000.0,2,1,0.0
Akhisar,135,2,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,3,1,1.0
Yunusemre,95,1,8,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,3350000.0,2,1,5.0
Sehzadeler,140,1,25,Kombi,1,0,0,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,3550000.0,3,1,0.5
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,4550000.0,3,1,3.0
Turgutlu,125,1,3,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0,3,1,4.0
Yunusemre,100,1,27,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5200000.0,2,1,6.0
Akhisar,220,2,5,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,2,2,4.0
Yunusemre,60,1,3,Kombi,1,1,1,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3300000.0,1,1,0.5
Ahmetli,250,1,31,Soba,0,0,0,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2950000.0,3,1,0.0
Turgutlu,150,1,13,Kombi,1,1,1,-,-,Kat Mülkiyeti,-,-,5950000.0,3,1,5.0
Akhisar,130,1,0,Yerden Isıtma,0,0,0,-,-,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0,3,1,2.0
Turgutlu,165,2,2,Yerden Isıtma,1,0,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,7650000.0,3,1,5.0
Yunusemre,220,2,0,Yerden Isıtma,0,0,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,15000000.0,3,1,1.0
Yunusemre,130,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4999999.0,3,1,2.0
Akhisar,130,1,0,Yerden Isıtma,1,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3870000.0,3,1,1.0
Sehzadeler,250,2,21,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,5,2,5.0
Akhisar,145,2,11,Kombi,0,0,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,4000000.0,3,1,1.0
Salihli,145,1,25,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0,3,1,2.0
Yunusemre,160,3,4,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,7950000.0,4,1,3.0
Demirci,80,1,1,Isıtma Yok,0,0,0,-,-,Kat Mülkiyeti,Evet,-,350000.0,2,1,3.0
Yunusemre,260,2,11,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6400000.0,5,2,4.0
Yunusemre,145,1,6,Kombi,0,1,1,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0,3,1,4.0
Yunusemre,165,2,3,Kombi,1,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8750000.0,3,1,1.0
Saruhanli,110,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1,2.0
Turgutlu,180,2,1,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7750000.0,3,1,2.0
Yunusemre,200,2,5,Doğalgaz Sobası,0,0,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6300000.0,4,1,4.0
Yunusemre,136,2,4,Kombi,1,1,0,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,5650000.0,3,1,1.0
Yunusemre,110,2,11,Kombi,1,1,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,5750000.0,2,1,3.0
Turgutlu,265,1,20,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,3,1,0.5
Salihli,54,1,2,Klima,0,1,0,İkinci El,Belirtilmemiş,Kat İrtifakı,Hayır,Eşyalı,2350000.0,1,1,-3.0
Turgutlu,120,1,20,Kombi,0,0,0,İkinci El,Boş,-,Hayır,Eşyalı,3200000.0,2,1,5.0
Yunusemre,160,1,26,Kombi,1,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6350000.0,3,1,2.0
Yunusemre,50,1,2,Kombi,0,0,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2500000.0,1,1,0.5
Yunusemre,120,1,16,Kombi,1,1,1,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3400000.0,3,1,3.0
Yunusemre,140,1,12,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,6970000.0,3,1,3.0
Turgutlu,70,1,8,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı,2500000.0,2,1,2.0
Turgutlu,80,1,6,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,1625000.0,2,1,3.0
Sehzadeler,130,2,28,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4950000.0,3,1,3.0
Salihli,170,2,7,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı,5400000.0,3,1,5.0
Akhisar,130,2,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,-,4000000.0,3,1,2.0
Turgutlu,80,1,8,Kombi,0,0,0,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,1650000.0,2,1,3.0
Saruhanli,200,2,8,Kombi,1,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,4,1,4.0
Akhisar,165,2,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,3,1,7.0
Yunusemre,60,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,1,1,5.0
Yunusemre,130,1,16,Kombi,1,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3550000.0,3,1,0.5
Yunusemre,95,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3450000.0,2,1,2.0
Salihli,95,1,5,Kombi,0,1,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3495000.0,2,1,5.0
Yunusemre,75,1,5,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1,0.5
Saruhanli,95,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1,3.0
Yunusemre,210,2,5,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,7650000.0,5,2,6.0
Yunusemre,100,1,11,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3900000.0,3,1,0.5
Yunusemre,96,1,0,Kombi,1,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0,2,1,2.0
Akhisar,115,1,26,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1675000.0,3,1,4.0
Yunusemre,95,1,1,Merkezi (Pay Öl...,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3900000.0,2,1,0.5
Yunusemre,110,1,0,Kombi,0,1,0,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,3,1,0.5
Akhisar,95,1,0,Kombi,0,0,0,Yapım Aşamasınd...,Boş,Kat Mülkiyeti,-,-,3650000.0,2,1,1.0
Turgutlu,45,1,28,Klima,0,0,0,-,-,Müstakil Tapulu,-,-,2900000.0,1,0,0.0
Salihli,175,2,5,Klima,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5100000.0,1,1,5.0
Alasehir,450,1,10,Soba,0,0,0,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5300000.0,4,1,3.0
Yunusemre,160,2,5,Kombi,0,0,1,-,Boş,Kat İrtifakı,-,-,4200000.0,3,1,0.5
Yunusemre,70,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3795000.0,1,1,6.0
Alasehir,110,1,31,Soba,0,0,0,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2090000.0,2,1,4.0
Turgutlu,255,2,11,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,16500000.0,4,1,1.0
Yunusemre,125,1,16,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,3,1,2.0
Turgutlu,120,1,1,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3100000.0,3,1,0.0
Saruhanli,100,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0,2,1,3.0
Sehzadeler,200,2,21,Kombi,0,0,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,5500000.0,3,1,1.0
Yunusemre,200,1,16,Soba,0,0,1,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3750000.0,2,1,0.0
Akhisar,140,1,11,Kombi,1,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3900000.0,3,1,2.0
Salihli,280,3,3,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,11000000.0,5,1,5.0
Yunusemre,50,1,4,Kombi,0,0,0,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı,2270000.0,1,1,0.5
Sehzadeler,165,1,26,Kombi,0,1,0,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,3725000.0,3,1,5.0
Turgutlu,110,1,16,Kombi,0,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2450000.0,3,0,4.0
Saruhanli,135,1,6,-,0,0,0,-,-,-,-,-,2250000.0,3,1,3.0
Turgutlu,125,1,15,Kombi,1,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3300000.0,3,1,5.0
Yunusemre,135,1,26,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4000000.0,3,1,4.0
Yunusemre,110,1,25,Kombi,0,1,1,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3650000.0,2,1,5.0
Sehzadeler,120,1,35,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,3,1,1.0
Ahmetli,136,1,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,3,1,7.0
Sehzadeler,135,1,25,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1,3.0
Akhisar,350,3,6,Kombi,0,0,1,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,7550000.0,5,1,0.0
Akhisar,140,1,5,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2375000.0,2,1,2.0
Yunusemre,120,1,16,Kombi,1,1,1,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3000000.0,3,1,5.0
Yunusemre,100,1,4,Kombi,0,1,0,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4450000.0,2,1,0.0
Akhisar,95,2,0,Kombi,0,1,0,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,1.0
Akhisar,170,2,2,Kombi,1,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,4,1,3.0
Akhisar,105,1,11,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,2,1,0.0
Yunusemre,125,1,0,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3799000.0,3,1,-1.0
Yunusemre,50,1,6,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0,1,1,2.0
Yunusemre,145,2,2,Kombi,0,0,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,4,1,4.0
Saruhanli,205,1,0,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5750000.0,5,1,5.0
Yunusemre,165,2,4,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,4,1,3.0
Yunusemre,115,1,16,Kombi,0,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,2,1,2.0
Yunusemre,85,1,0,Yerden Isıtma,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,3.0
Turgutlu,130,2,0,Yerden Isıtma,1,1,1,Sıfır,Boş,Kat Mülkiyeti,Hayır,-,6300000.0,3,1,3.0
Yunusemre,130,2,8,Kombi,0,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,3,1,4.0
Akhisar,145,1,30,Kombi,0,0,0,-,-,Kat Mülkiyeti,Evet,Eşyalı,3050000.0,3,1,2.0
Yunusemre,180,2,16,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,7500000.0,4,2,2.0
Yunusemre,115,2,1,Yerden Isıtma,0,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,2,1,1.0
Turgutlu,120,1,26,Klima,0,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,2,1,3.0
Sehzadeler,320,2,15,Soba,0,0,0,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil,5500000.0,5,2,3.0
Salihli,90,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4150000.0,2,1,3.0
Salihli,340,1,15,Soba,0,0,0,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı,5750000.0,3,0,3.0
Turgutlu,145,2,1,Yerden Isıtma,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5250000.0,4,1,4.0
Yunusemre,260,2,11,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5450000.0,5,1,5.0
Turgutlu,120,1,21,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2950000.0,2,1,1.0
Yunusemre,90,2,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0,2,1,0.5
Kirkagac,210,1,20,Merkezi,1,0,0,İkinci El,Mülk Sahibi,Kat Mülkiyeti,-,Eşyalı Değil,19800000.0,6,2,3.0
Saruhanli,95,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2949000.0,2,1,3.0
Yunusemre,140,1,16,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,8200000.0,3,1,2.0
Akhisar,100,1,31,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1,1.0
Yunusemre,175,2,1,Kombi,1,1,1,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4650000.0,4,1,1.0
Salihli,140,1,6,Kombi,1,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5650000.0,3,1,3.0
Sehzadeler,120,1,26,Kombi,1,0,1,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4400000.0,3,1,2.0
Sehzadeler,125,1,40,Doğalgaz Sobası,1,1,0,İkinci El,Kiracılı,Kat İrtifakı,-,Eşyalı Değil,3500000.0,3,1,3.0
Sehzadeler,185,1,34,Soba,0,0,0,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,1150000.0,1,1,3.0
Salihli,140,1,25,Belirtilmemiş,0,0,1,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,Eşyalı,3200000.0,3,1,-2.0
Akhisar,130,1,26,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1975000.0,2,1,2.0
Salihli,145,1,10,Kombi,0,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1,5.0
Turgutlu,165,1,6,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3350000.0,4,1,4.0
Sehzadeler,125,1,34,Kombi,0,1,0,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2550000.0,3,1,6.0
Sehzadeler,125,1,31,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,3,1,2.0
Yunusemre,90,1,21,Isıtma Yok,0,0,0,İkinci El,-,Kat Mülkiyeti,-,Eşyalı Değil,2950000.0,2,1,0.0
Turgutlu,135,2,7,Kombi,0,0,0,-,-,Kat Mülkiyeti,-,-,3000000.0,3,1,5.0
Yunusemre,250,2,16,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,4,1,5.0
Sehzadeler,100,1,30,Klima,0,0,0,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,2450000.0,2,1,5.0
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,4000000.0,3,1,3.0
Saruhanli,85,1,8,Kombi,1,0,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2400000.0,2,0,0.5
Akhisar,180,3,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,4,1,3.0
Sehzadeler,95,1,30,Kombi,0,1,1,-,-,Müstakil Tapulu,Evet,Eşyalı Değil,3050000.0,2,1,3.0
Akhisar,130,1,21,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,-,2250000.0,3,1,3.0
Turgutlu,65,1,11,Kombi,1,1,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2900000.0,1,1,5.0
Yunusemre,80,1,5,Kombi,0,1,1,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2750000.0,2,1,4.0
Saruhanli,145,1,4,Kombi,0,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0,3,1,3.0
Yunusemre,200,2,11,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,9300000.0,5,1,10.0
Yunusemre,170,2,6,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1,4.0
Yunusemre,95,1,0,Yerden Isıtma,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8000000.0,2,1,6.0
Yunusemre,110,1,10,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,-,Eşyalı Değil,3450000.0,3,1,2.0
Alasehir,170,2,0,Kombi,1,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0,3,1,4.0
Yunusemre,240,2,4,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5600000.0,4,2,5.0
Yunusemre,85,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,3.0
Turgutlu,80,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3500000.0,2,1,2.0
Turgutlu,150,2,1,Yerden Isıtma,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,3,1,2.0
Yunusemre,105,1,5,Kombi,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3550000.0,2,1,2.0
Saruhanli,140,1,0,Kombi,1,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4300000.0,3,1,2.0
Akhisar,150,2,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4500000.0,4,1,3.0
Akhisar,150,1,11,Kombi,0,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3550000.0,3,1,1.0
Akhisar,135,2,1,Yerden Isıtma,0,1,0,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,0,2.0
Yunusemre,145,1,16,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,8150000.0,3,1,6.0
Yunusemre,240,2,21,Yerden Isıtma,1,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,8150000.0,4,1,4.0
Turgutlu,130,1,0,Kombi,0,0,0,-,-,Kat İrtifakı,-,-,6000000.0,3,1,2.0
Akhisar,115,2,1,Kombi,0,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2920000.0,2,1,4.0
Turgutlu,300,3,5,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,10020000.0,4,2,15.0
Yunusemre,75,1,11,Kombi,0,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2350000.0,2,1,0.0
Soma,95,1,0,Merkezi,0,1,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2650000.0,2,1,2.0
Yunusemre,553,2,2,Kat Kaloriferi,0,1,0,-,Boş,Tapu Yok,Hayır,Eşyalı Değil,8600000.0,3,2,0.0
Yunusemre,95,1,5,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3650000.0,2,1,3.0
Akhisar,145,1,20,Kombi,0,0,1,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3000000.0,3,1,3.0
Yunusemre,115,1,4,Kombi,0,1,0,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,-,3480000.0,3,1,3.0
Yunusemre,120,1,16,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3700000.0,3,1,2.0
Sehzadeler,125,1,36,Kombi,1,1,0,İkinci El,Boş,Kat İrtifakı,Evet,-,3750000.0,3,1,4.0
Sehzadeler,89,1,50,Kombi,1,1,0,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3250000.0,2,1,4.0
Turgutlu,140,2,6,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,4450000.0,3,1,3.0
Akhisar,130,1,2,Kombi,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3450000.0,3,1,3.0
Turgutlu,140,2,0,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5400000.0,3,1,1.0
Yunusemre,85,1,4,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0,2,1,3.0
Sehzadeler,120,1,16,Kombi,0,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4950000.0,3,1,2.0
Akhisar,150,2,4,Kombi,0,1,1,-,-,Müstakil Tapulu,Evet,-,4160000.0,3,1,3.0
Yunusemre,95,1,0,Yerden Isıtma,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,8000000.0,2,1,6.0
Turgutlu,135,1,10,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4350000.0,3,1,3.0
Yunusemre,70,1,5,Kombi,1,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı,2600000.0,1,1,2.0
Akhisar,300,3,2,Kombi,1,0,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,5,1,3.0
Turgutlu,130,2,5,Yerden Isıtma,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4950000.0,3,1,4.0
Yunusemre,85,1,6,Kombi,1,0,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı,4150000.0,1,1,2.0
Akhisar,130,2,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3950000.0,3,1,3.0
Yunusemre,320,2,20,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,8500000.0,5,1,5.0
Yunusemre,60,1,1,Kombi,1,1,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4600000.0,1,1,3.0
Yunusemre,80,1,5,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,3.0
Saruhanli,75,1,0,Kombi,1,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2300000.0,2,1,3.0
Turgutlu,90,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1,1.0
Sehzadeler,160,2,3,Soba,0,0,0,-,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı,6700000.0,4,1,0.0
Akhisar,126,2,6,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0,3,1,2.0
Yunusemre,185,2,4,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4600000.0,4,1,3.0
Salihli,100,1,0,Soba,0,1,0,-,Boş,Arsa,Hayır,Eşyalı,7500000.0,1,1,0.0
Yunusemre,145,2,20,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,7900000.0,3,1,2.0
Turgutlu,170,2,0,Merkezi (Pay Öl...,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6250000.0,3,1,3.0
Yunusemre,71,1,1,Merkezi (Pay Öl...,1,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,7760000.0,2,1,4.0
Yunusemre,200,2,9,Kombi,1,0,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,14750000.0,4,1,7.0
Salihli,290,3,11,Kombi,0,1,1,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,8400000.0,5,1,4.0
Yunusemre,120,1,0,Kombi,0,1,0,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5150000.0,3,1,2.0
Soma,120,1,20,Soba,0,0,1,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1350000.0,2,1,3.0
Salihli,143,1,25,Soba,0,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,3.0
Akhisar,267,3,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5500000.0,4,2,3.0
